,LastUpdate,Country,Category,Indicator (text in app),Cod.Category,Cod.Indicator,value,comment
147,2021-05-06 09:33:00,ESP,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"<p class=""border"">Spain applies the commonly agreed EU ""traffic lights"" approach to travel restrictions.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers arriving from <a href=""https://www.mscbs.gob.es/en/profesionales/saludPublica/ccayes/alertasActual/nCov/spth.htm"" target=""_blank"">high-risk areas</a> by air or sea transport are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.</p><p>As of 30 March, the same requirement is imposed on travellers crossing the <strong>land border between France and Spain</strong>. Only those working in transportation and cross-border workers will be exempt, along with those who live in the border zone (as long as they remain within a 30-kilometre radius of their home).</p><p>The test must be taken within <strong>72 hours prior to arrival</strong>.</p><p>Accepted test: PCR, TMA or other molecular techniques.</p><p>Children aged 5 and under are exempted.</p><p>This certificate or supporting documentation must be the original, and it must be written in Spanish, English, German or French. <br />If it is not possible to obtain it in these languages, the certificate or supporting documentation must be accompanied by a translation into Spanish, carried out by an official body.<br />It can be presented in paper or electronic format.</p><p>The document must contain, at least, the following information:</p><ul><li>traveller's name, passport or ID number</li><li>test date</li><li>identification and contact details of the centre that performs the analysis</li><li>the used technique</li><li>a negative result</li></ul><p>The personal identification number (passport/ID number) used to get the QR code must be the same as the identification number that appears on the negative COVID-19 certificate.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>A quarantine is not required.</p><p>&nbsp;</p><p><strong>Specific Rules for Canary Islands</strong></p><p>All travellers to the Canary Islands are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.<br />The test must be taken within <strong>72 hours prior to arrival</strong>. Accepted tests are PCR and rapid antigen. If you are travelling from a <a href=""https://www.mscbs.gob.es/en/profesionales/saludPublica/ccayes/alertasActual/nCov/spth.htm"" target=""_blank"" rel=""noopener"">high-risk country or area</a>, a negative PCR test presented upon arrival in Spain will be valid.</p><p>Also, passengers arriving by air or sea transport may undergo a temperature check, which must be below 37.5 degrees Celsius. Cruising companies can take passengers' temperature before arriving at a Spanish port.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>A form must be completed and signed electronically before your arrival in Spain. You can access the form and sign it via the <a href=""https://www.spth.gob.es"" target=""_blank"" rel=""noopener"">Spain Travel Health</a> website or apps for <a href=""https://play.google.com/store/apps/details?id=com.atos.spain.th"" target=""_blank"" rel=""noopener"">Android </a>or <a href=""https://apps.apple.com/us/app/id1521156190"" target=""_blank"" rel=""noopener"">iOs</a> devices. After you sign it, you will receive a QR code which must be presented upon arrival in Spain (it is only valid in digital formats. However, for justifiable reasons it may be presented in the paper format before embarking). Remember that you must fill in a separate form for each trip and each person. All travellers should complete the form, including children of any age.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.spth.gob.es"" target=""_blank"" rel=""noopener"">Spain travel health portal</a><br /><a href=""https://www.mscbs.gob.es/en/home.htm"" target=""_blank"" rel=""noopener"">Spanish Ministry of Health</a><br />Information from <a href=""http://aena.es/en/informationcovid19coronavirusairportsandflights.html"" target=""_blank"" rel=""noopener"">the largest airport operator in Spain</a><br /><a href=""https://www.spain.info/en/discover-spain/practical-information-tourists-covid-19-travel-spain/"" target=""_blank"" rel=""noopener"">Spain.info</a></p>"
148,2020-12-11 19:36:00,ESP,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,"<p>All travellers arriving from <a href=""https://www.mscbs.gob.es/en/profesionales/saludPublica/ccayes/alertasActual/nCov/spth.htm"" target=""_blank"" rel=""noopener"">at risk countries or areas</a> will have to present&nbsp;an&nbsp;Active Infection Diagnostic Test for SARS-CoV-2 with a negative result,&nbsp;from a PCR test (COVID-19 RT-PCR), &nbsp;a Transcription-Mediated Amplification (TMA) test, or other test based on equivalent molecular techniques.</p><p>This certificate or supporting document must be the original, and it must be written in Spanish, English, German or French, and may be presented in paper or electronic format. The document will contain, at least, the following information: traveller's name, passport or ID number, test date, identification and contact details of the centre that performs the analysis, the used technique, and a negative test result. The personal identification number (passport/ID number) that you use to get your QR code must be the same as the identification number that appears on the negative PCR certificate.&nbsp;Children under the age of 6 are exempt of the testing obligation.</p><p>The test must have been performed 72 hours before arrival, and it will be checked at sea and air borders. If travellers show symptoms of COVID-19 despite a negative test result, they must undergo further testing. Failure to present the test at arrival will be fined.</p><p>At risk areas will be defined based on data provided by the European Centre for Disease Prevention and Control (ECDC).</p><p><a href=""https://www.spth.gob.es"" target=""_blank"" rel=""noopener"">Spain travel health portal&nbsp;</a></p><div style=""text-align: center; color: #345; padding-top: 10px;""></div>"
149,2021-04-29 09:17:00,ESP,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"<p>Regional governments are allowed to impose additional local mobility restrictions if deemed necessary, such as entry and exit restrictions or travel from and to specific areas. Many regions have such restrictions in place.</p><p>In general, it is allowed to transit confined areas, as long as you can provide evidence of your onward journey. Travel for professional or medical purposes is also allowed, however you should always be able to provide evidence. Travel for tourist purpose is not considered essential and should be avoided.</p>As part of precautions around Easter holidays, interregional traffic is heavily restricted between 26 March and 9 April. <p>To find out more about specific restrictions and exemptions, you should refer to guidance from local authorities.</p>"
150,2020-10-21 20:15:00,ESP,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,Y,
151,2021-05-06 09:33:00,ESP,Info,National website about COVID situation,1,7,,"<a href=""https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov-China/home.htm"">Info Coronavirus</a>"
152,2021-05-06 09:33:00,SWE,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Sweden adopts its own national classification of risk areas, hence travel restrictions for Sweden are not based on the common ""EU Traffic Lights"" map.</p><p>The Government has decided to extend the general entry ban for foreign citizens who cannot present a negative COVID-19 test result on arrival in Sweden until 31 May 2021.</p><p>Citizens from EU Member States and Schengen Associated countries, and their family members, as well as people with Swedish residence permits, are allowed to enter Sweden at the conditions specified hereafter.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.<br />The test must be taken within <strong>48 hours prior to arrival</strong>.</p><p>Accepted tests: <strong>antigen, TMA, PCR, LAMP</strong></p><p>Children aged <strong>17 and under</strong> are exempted.</p><p>The following information must appear on the certificate:</p><ul><li>name of the person who has been tested</li><li>date/time of the test</li><li>type of test</li><li>the test result</li><li>Issuer of the certificate</li></ul><p>The information must be clearly stated in Swedish, English, Norwegian or Danish.</p><p>Exemptions are available for cross-border workers and some other categories.</p><p>If you got tested before your departure for Sweden, you do not have to get tested again in connection with your arrival, but you should still get tested <strong>5 days after your arrival</strong>.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>A quarantine is not required.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>Airline operators may require passengers to show a health statement but this is not a general requirement for entering Sweden.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.government.se/articles/2020/04/questions-and-answers-about-the-entry-ban-to-sweden/"" target=""_blank"">Questions and answers about the entry ban to Sweden - Government.se</a><strong><br /></strong><a href=""https://www.krisinformation.se/en/hazards-and-risks/disasters-and-incidents/2020/official-information-on-the-new-coronavirus/travel-restrictions"" target=""_blank"">International travel restrictions - Krisinformation.se</a></p>"
153,2020-10-23 11:40:00,SWE,Travel,May I enter this country without a medical certificate or a negative test?,2,11,Y,
154,2020-10-23 11:40:00,SWE,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
155,2020-10-23 11:40:00,SWE,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,Y,
156,2021-05-06 09:33:00,SWE,Info,National website about COVID situation,1,7,,"<a href=""https://www.folkhalsomyndigheten.se/the-public-health-agency-of-sweden/communicable-disease-control/covid-19/"">Info Coronavirus</a>"
157,2021-05-06 09:33:00,CHE,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"<p class=""border"">Switzerland adopts <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/quarantaene-einreisende.html#1918240392"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for Switzerland are not based on the common ""EU Traffic Lights"" map.</p><p>The Federal Office of Public Health provides a regularly updated <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/liste.html#858610174"" target=""_blank"" rel=""noopener"">list of countries</a> defined as COVID-19 risk area. If a country is on the list, this includes all of its areas, islands and overseas territories - even if they are not listed separately. Switzerland's neighbouring countries are exempted from this regulation. In the case of these countries, it is not the entire country that is listed, but rather regions.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers arriving by air, as well as all travellers entering by bus/rail/car who have stayed in a <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/liste.html#858610174"" target=""_blank"" rel=""noopener"">country with an increased risk of infection</a> in the 10 days before entering Switzerland, are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.<br />The test must be taken within <strong>72 hours prior to arrival</strong>.<br />Only molecular tests are accepted - the result of a rapid antigen test is not sufficient.</p><p>Children aged 12 and under are exempted.</p><p>More <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/quarantaene-einreisende.html#103059051"" target=""_blank"" rel=""noopener"">exemptions from the Testing and Quarantine Requirement</a> are available.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers who, in the last 10 days before entry into Switzerland, have spent time in a <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/liste.html#858610174"" target=""_blank"" rel=""noopener"">country or area with an increased risk of infection</a>, must complete a mandatory quarantine and report their arrival in Switzerland to the cantonal authorities.</p><p>The <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/isolation-und-quarantaene.html#996315808"" target=""_blank"" rel=""noopener"">quarantine can be shortened</a> with a negative result to a PCR test taken on day 7. COVID-19 vaccination does not exempt from the mandatory quarantine requirement.</p><p>Certain people are <a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/quarantaene-einreisende.html#103059051"" target=""_blank"" rel=""noopener"">exempt from the quarantine requirement</a>.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>Before your entry to Switzerland, the electronic entry form available at <a href=""https://swissplf.admin.ch/"" target=""_blank"" rel=""noopener"">swissplf.admin.ch</a> must be filled out.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/quarantaene-einreisende.html#1918240392"" target=""_blank"" rel=""noopener"">www.bag.admin.ch</a><br /><a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/empfehlungen-fuer-reisende/quarantaene-einreisende.html#-1306781457"" target=""_blank"" rel=""noopener"">What to do after entering Switzerland</a><br /><a href=""https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/haeufig-gestellte-fragen.html?faq-url=/en/tests-isolation-and-quarantine/why-do-i-have-go-quarantine-even-though-my-test-was-negative"" target=""_blank"" rel=""noopener"">Frequently Asked Questions (FAQs)</a></p>"
